Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2016-02-05,"APT 11 THE GLEBE, TOGHER RD, MONASTEREVIN",Kildare,,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-08-26,"5 THE MEADOWS, BRIARFIELDS, CASTLETROY",Limerick,,130500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-06-08,"3 CLARINA RETIREMENT VILLAGE, CLARINA",Limerick,,87000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,6
2016-12-20,"47 LUS MOR, WHITEROCK HILL, WEXFORD",Wexford,,145000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-12-21,"42 ORCHARD GROVE, KENMARE, CO KERRY",Kerry,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-06-16,"10 RIVER WALK, BANKS, CORBALLY",Clare,,152000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-09-30,"1 Ardilea Crescent, Heidelberg, Ardilea",Dublin,,1167750.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9
2016-05-12,"16 BRINKWATER HOUSE, QUINCENTENNIAL DR, SALTHILL",Galway,,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-11-16,"13 GLENCASTLE, GLENBEIGH, KERRY",Kerry,,148000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-03-02,"Alpha Villa, Newcourt Road, Bray",Wicklow,,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-05-17,"35 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-11-09,"11 MALTHOUSE GARDENS, MAIN ST, CASTLEBELLINGHAM",Louth,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-07-30,"30 FOXFIELD, GARRYDUFF, MAYO",Mayo,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-10-15,"16 Hazelwood Park, Hazelhatch Road, Celbridge",Kildare,,323348.02,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,10
2016-12-22,"2 Roseland Avenue, Cualanor, Upper Glenageary Road",Dublin,,753304.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12
2016-06-30,"THE COURTYARD HOUSE 4, EASTHAM HOUSE, EASRHAM RD",Meath,,108400.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-04-29,"3 RICHARDSTOWN, DONERAILE, CORK",Cork,,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-10-11,"11 Hawthorn Hill, Rakeevan, Bailieborough",Cavan,,90308.37,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10
2016-03-01,"BLOCK 2 APT 2, RIVERWALK ACCOMODATION, INNER RING ROAD",Waterford,,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-12-06,"9 COIS FARRAIGE, OLD GOLF LINKS RD, BLACKROCK",Louth,,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-09-22,"2 Balure  Balure Lane, Church Road, Killiney",Dublin,,1330396.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9
2016-08-26,"CROSBEG, TOOREEN, BALLYHAUNIS",Mayo,,33000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-12-23,"APT 6, LEONARDS COURT, 67 LOWER CLANBRASSIL ST DUBLIN 8",Dublin,,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-07-22,"30 SLIABH SNEATH RD, LETTERKENNY, DONEGAL",Donegal,,47000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-10-28,"GRANGE, KILLAVULLEN, MALLOW",Cork,,31000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-10-27,"CHALET 1, REDCASTLE HOTEL, REDCASTLE",Donegal,,142500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-12-14,"28 TULFARRIS VILLAGE, BLESSINGTON, WICKLOW",Wicklow,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-02-19,"35 RIVER OAKS, CLAREGALWAY, CO GALWAY",Galway,,169000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-06-03,"HAZELBROOK COTTAGE, HAZELBROOK, MALAHIDE",Dublin,,450000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-12-02,"INVER, BARNATRA, BALLINA",Mayo,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-12-29,"47 BALLYDAHEEN, MALLOW, COUNTY CORK",Cork,,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-04-26,"91 APPLEWOOD, SWORDS, DUBLIN",Dublin,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-12-09,"48 Downview, Farranlea Road",Cork,,134945.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-06-15,"53 CEANNAN VIEW, LETTERKENNY, CO DONEGAL",Donegal,,112000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-02-29,"GRANGE, FETHARD ON SEA, CO WEXFORD",Wexford,,82000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-03-15,"5 CREAGH HOUSE, MARY ST, LIMERICK",Limerick,,86000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-06-08,"4 MARINO POINT, NEW RD, BALLINASLOE",Galway,,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-04-19,"17 THE GRANGE, JASPER BUILDING, BREWERY RD",Dublin,,430000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-08-26,"CARNROCK, BELMULLET, MAYO",Mayo,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-11-09,"TALLANSTOWN, DUNALK, LOUTH",Louth,,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-09-22,"38 HANNAVILLE PARK, TERENURE, DUBLIN 6W",Dublin,,920000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-01-28,"House 3 Gerradstown Stud, Dunshaughlin",Meath,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-10-25,"24 Drummond Radhairc, Dundalk Road, Carrickmacross",Monaghan,,265000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,10
2016-02-29,"8 Forge Hill Rise, Stamullen",Meath,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-16,"60 ROWANBYRN, BLACKROCK, DUBLIN",Dublin,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-01-05,"5 PARK VIEW, MILLSTREET, CORK",Cork,,106000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-04-08,"11 The Park, Harbour Heights, Passage West",Cork,,190132.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4
2016-11-02,"102 WOODLAWN, ALLENWOOD",Kildare,,181498.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11
2016-11-16,"38 CUIRT NA HABHAINN, CLAREGALWAY, GALWAY",Galway,,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-10-27,"23 SHEEPMOOR WAY, BLAKESTOWN, CLONSILLA DUBLIN 15",Dublin,,147111.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-02-25,"20 FIANNA RD, THURLES, TIPPERARY",Tipperary,,59000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-22,"12 PARNELL AVE, MERVUE, GALWAY",Galway,,217000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-05-06,"11 RATHBEALE RISE, SWORDS, DUBLIN",Dublin,,295000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-02-19,"460 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin,,323000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-07-20,"20 Dalriada Walk, Knocklyon",Dublin,,360000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
2016-10-28,"74 ST MARKS DR, CLONDALKIN, DUBLIN 22",Dublin,,202000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-11-29,"Carra, Loughrea, Co. Galway",Galway,,96916.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11
2016-11-23,"5 THE CRESCENT, OLD FORT RD, BALLINCOLLIG",Cork,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-08-04,"36 JAIRDIN DR, LOUGHREA, GALWAY",Galway,,105000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-08-31,"6 The Crescent, Pipers Hill, Kilashee",Kildare,,348017.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8
2016-04-20,"HARTLEY, CARRICK ON SHANNON, CO LEITRIM",Leitrim,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-03-22,"19 WILLOW TERRACE, LISDUGGAN, WATERFORD",Waterford,,77000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-09-05,"69  Cois Na Mara, Golf Links Road, Bettystown",Meath,,240000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9
2016-09-05,"9 DERRYNANE PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-10-11,"34 ARAS NA TRA, COIS CUAIN, SALTHILL",Galway,,373000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-02-11,"8 WARRENSTOWN GROVE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,196000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-11-18,"1 OAK AVE, HILLVIEW, WATERFORD",Waterford,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-12-15,"20 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON",Meath,,246255.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-06-30,"KILCOLEMAN HOUSE, KILCOLEMAN, KINSALE",Cork,,660000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-11-08,"57 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,,580000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-29,"GROUND FLOORS, DUNKEN HOUSE, GRATTON ST",Cork,,96250.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-02-12,"CORLISLEA, BALLINAGH, CO CAVAN",Cavan,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-14,"28 Limetree Hall, Maynooth",Kildare,,389750.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-07-08,"31 THE BRAMBLES, CASTLEPARK, ST JOSEPHS RD",Cork,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-02-03,"5 Moore Abbey Court, Monasterevin",Kildare,,161145.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2
2016-12-13,"242 Boireann Bheag, Roscam, Galway",Galway,,167250.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12
2016-04-08,"72 MOUNTAIN VIEW, NAAS, KILDARE",Kildare,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-10-04,"5 Coill Doire, Faha, Killarney",Kerry,,220575.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10
2016-06-09,"5 CRIMSOM MEWS, PARKEEN CROSS ROADS, ROSSCARBERY",Cork,,167500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-11-25,"4 LOWER BRIDGE STREET, CALLAN, CO. KILKENNY",Kilkenny,,33000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-09-16,"19 WOODFIELD, GALWAY RD, TUAM",Galway,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-11-15,"BILLISTOWN, DEVLIN, WESTMEATH",Westmeath,,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-12-17,"10 ARLINGTON, PARK RD, KILLARNEY",Kerry,,205000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-02-23,"43 GLENVIEW, GALWAY RD, ROSCOMMON",Roscommon,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-04-29,"66 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,407000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-05-17,"ANNAGHARANETT KILINKERE, VIRGINIA, CAVAN",Cavan,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-10-28,"THE RIDGE, OLD LEIGHLIN, CARLOW",Carlow,,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-12-21,"35 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-08-12,"BALLYLAHY, TEMPLEMORE, TIPPERARY",Tipperary,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-04-19,"2 CONABURY HILL, CASTLEBLAYNEY, MONAGHAN",Monaghan,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-06-17,"APT 5 65 MAIN ST, CLONGRIFFEN, DUBLIN 13",Dublin,,194713.65,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6
2016-09-15,"30 BEACHSIDE DR, RIVERCHAPEL, GOREY",Wexford,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-01-24,"10 Sunview Court, Douglas, Cork",Cork,,204000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-11-28,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",Dublin,,375000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-22,"305 BLOCK A, HAMPTON LODGE, GRACE PARK RD DUBLIN 9",Dublin,,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-07-11,"79 ST BRIDGETS SQUARE, PORTARLINGTON, CO LAOIS",Laois,,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-06-08,"10 LAKESHORE HOLIDAY VILLAGE, BLESSINGTON, HOLIDAY VILLAGE",Wicklow,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-01-20,"20 Brindle Hill, Charleville",Cork,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-11-17,"3 VALLEY WALK, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin,,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-08-30,"10 BELLGREE CLOSE, TYRRELSTOWN, BLANCHARDSTOWN DUBLIN 15",Dublin,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-04-26,"Various Properties  Millhouse, Woodland Grove  New Ross, Wexford",Wexford,,409500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-04-04,"20 THE MALTINGS, BRAY, WICKLOW",Wicklow,,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-12-08,"35 THE RISE, KINGSWOOD, TALLAGHT DUBLIN 24",Dublin,,238000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-11-09,"39 ESKER MEADOW GREEN, LUCAN, DUBLIN",Dublin,,317500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-06-28,"22 PINEBROOK VIEW, CLONSILLA, DUBLIN 15",Dublin,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-03-09,"205 THE WILLOWS, BOREENMANNA RD, CORK",Cork,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-03-04,"42 FOX LODGE MANOR, RATOATH, CO MEATH",Meath,,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-07-15,"497A BALLINTEER RD, WOODPARK, DUBLIN 16",Dublin,,650000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-04-08,"APARTMENT 5 BLOCK 7, GALLERY QUAY, GRAND CANAL DOCK",Dublin,,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-07-08,"CLOONEYQUINN, ELPHIN, ROSCOMMON",Roscommon,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-06-20,"RATHLOOSE, POWERSTOWN, CLONMEL",Tipperary,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-04-07,"15 CITY SQ, GLOUCESTER ST SOUTH, DUBLIN 2",Dublin,,193516.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-08-26,"IRREMORE, LISTOWEL, KERRY",Kerry,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-08-22,"CAHERULTAN, LOUGHADERRA, CASTLEMARTYR",Cork,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-04-05,"APT 306 ALTMORE HOUSE, TARA ST, TULLAMORE OFFALY",Offaly,,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-06-08,"5  The Stables, Monivea",Galway,,136916.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6
2016-10-27,"36 Hayfield, Straffan Road, Maynooth",Kildare,,229075.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10
2016-06-01,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE",Dublin,,102000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-11-09,"43 SILVERBROOK, MILL RD, CORBALLY",Limerick,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-09-30,"16 ROWAN HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6",Dublin,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-05-17,"CHURCH ROAD, KILMUCKRIDGE, GOREY",Wexford,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-11-01,"5 CARAGH GREEN, NAAS, KILDARE",Kildare,,251000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-02-10,"CUSHEEN, CUSH CROSS ROADS, KILFINANE",Limerick,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-12-21,"18 Ridgewood Manor, Melitta Road, Kildare Town",Kildare,,237900.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-08-16,"45 The Woods, Glounthaune, Cork",Cork,,243096.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,8
2016-05-12,"INCH, KILCUMMIN, KILLARNEY",Kerry,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-11-21,"3 VICTORIA VILLAS, CLONTARF, DUBLIN 3",Dublin,,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-07-01,"GORTNAMULLEN, KILLOURT, MALIN HEAD",Donegal,,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-11-02,"4 HARBOUR ST, MULLINGAR, WESTMEATH",Westmeath,,47500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-08-31,"ROS NA LAOI, RICHMOND WOOD, GLANMIRE",Cork,,710000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-12-12,"25 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,,175330.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12
2016-03-31,"DELVIN RD, GORMANSTOWN, CO MEATH",Meath,,287500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-03-04,"65 SOLOMONS COURT, LETTERKENNY, DONEGAL",Donegal,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-08-09,"1 KILCORAN PLACE, BALLYVERGAN, YOUGHAL",Cork,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-06-13,"15 NEWCOMEN AVE, NORTH STRAND, DUBLIN 3",Dublin,,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-04-22,"40 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",Dublin,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4
2016-06-16,"Coolroe, Killorglin",Kerry,,100000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6
2016-05-27,"212 GREEN PARK MEADOWS, MULLINGAR, WESTMEATH",Westmeath,,182000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-05-03,"CAMCLOONMORE, NEWPORT, MAYO",Mayo,,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5
2016-08-08,"31 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-02-08,"77 THE CLOISTERS, MOUNT TALLANT AVE, TERENURE",Dublin,,440501.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-09-20,"22 THE PINES, RUSHBROOKE LINKS, COBH",Cork,,283000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-08-22,"No. 4 The Crescent, Ros Mor, Kilmallock Road",Limerick,,171806.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8
2016-12-07,"TINNEEL, CAHERMORE CROSS, ROSSCARBERY",Cork,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-03-21,"43 COLLAIRE COURT, FRIARY WALK, CALLAN",Kilkenny,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-02-11,"NEWTWOPOTHOUSE, MALLOW, CORK",Cork,,297500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-09-28,"APARTMENT 9, THE BOATHOUSE, SCOTCH QUAY",Waterford,,62000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-10-17,"52 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",Dublin,,298000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-01-07,"5 KILLALA RD, DUBLIN 7, DUBLIN",Dublin,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-07-29,"24 BLACKHALL GREEN, BLACKHALL PLACE, STONEYBATTER DUBLIN 24",Dublin,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7
2016-03-18,"3 WOODFIELD, CLONARD, WEXFORD",Wexford,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-02-18,"5 WOODSTOWN WALK, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin,,503000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-05-18,"40 KEVINSFORT HEATH, STRANDHILL ROAD, SLIGO",Sligo,,305000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,5
2016-03-30,"36 Riverside View, Pearse Road, Letterkenny",Donegal,,20000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-09-16,"MASSEYS BRIDGE, CLARINA, CO LIMERICK",Limerick,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-11-15,"50 WOODALE VIEW, BALLYCULLEN VIEW, DUBLIN 24",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-08-18,"16 ST BRIDGETS AVENUE, BORRISOKANE, CO TIPPERARY",Tipperary,,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8
2016-06-30,"CHARIS, ANNAGH, LISNAGRY",Limerick,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-06-17,"CLOONTURK, DROMOD, LEITRIM",Leitrim,,199900.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-01-18,"32 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE",Kildare,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-06-10,"74 AN GRIANAN, BALLINROAD, DUNGARVAN",Waterford,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-11-11,"25 ARDMAHON EST, WELL RD, DOUGLAS",Cork,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11
2016-12-19,"30 DUN NOR, DONASKEIGH, CO TIPPERARY",Tipperary,,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-01-06,"GLASHEEN HOUSE, LISHEENCRONY, DONNAHA    KILKEE",Clare,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
2016-06-07,"20 THE DRIVE, DUNBOYNE CASTLE, DUNBOYNE",Meath,,272000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6
2016-12-23,"10 CALRY COURT, SLIGO, SLIGO",Sligo,,64000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-03-24,"6  Holywell Square, Feltrim Road, Swords",Dublin,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3
2016-12-15,"APT 214H, THE ISLAND, CHAPELIZOD",Dublin,,212000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12
2016-02-26,"13 DROWES CLOSE, TULLAGHAN, LEITRIM",Leitrim,,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2
2016-09-14,"54 DOLPHIN RD, DUBLIN 12, DUBLIN",Dublin,,216000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9
2016-10-20,"63 BALLSBRIDGE WOOD, SHELBOURNE RD, DUBLIN 4",Dublin,,346667.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,10
2016-01-20,"5 CHAPEL FARM CLOSE, LUSK, CO DUBLIN",Dublin,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1
